,title,description,genre,published_date,authors
709,cybersexualities,cyberspace the cyborg and cyberpunk have given feminists new imaginative possibilities for thinking about embodiment and identity in relation to technology this is the first anthology of the key essays on these potent metaphors divided into three sections technology embodiment and cyberspace cybersubjects cyborgs and cyberpunks cyborg futures the book addresses different aspects of the humantechnology interface the extensive introduction surveys the ways cyborg and cyberspace metaphors have been used in relation to current critical theory and indicates the context for the specific essays this is an invaluable guide for students studying any aspects of contemporary theory and culture brings together in a unique collection the work of key authors in feminist and cyber theory demonstrates the wide range of contemporary critical work challenges constructions of gender race and class an extensive introduction surveys the ways cyborg and cyberspace metaphors have been used in relation to current critical theory brief section introductions indicate the context for the specific essays,science fiction,1999.0,jenny wolmark
710,pseudoscience and science fiction,aliens flying saucers esp the bermuda triangle antigravity  are we talking about science fiction or pseudoscience sometimes it is difficult to tell the difference both pseudoscience and science fiction sf are creative endeavours that have little in common with academic science beyond the superficial trappings of jargon and subject matter the most obvious difference between the two is that pseudoscience is presented as fact not fiction yet like sf and unlike real science pseudoscience is driven by a desire to please an audience  in this case people who want to believe this has led to significant crossfertilization between the two disciplines sf authors often draw on real pseudoscientific theories to add verisimilitude to their stories while on other occasions pseudoscience takes its cue from sf  the symbiotic relationship between ufology and hollywood being a prime example of this this engagingly written well researched and richly illustrated text explores a wide range of intriguing similarities and differences between pseudoscience and the fictional science found in sf andrew may has a degree in natural sciences from cambridge university and a phd in astrophysics from manchester university after many years in academia and the private sector he now works as a freelance writer and scientific consultant he has written pocket biographies of newton and einstein as well as contributing to a number of popular science books he has a lifelong interest in science fiction and has had several articles published in fortean times magazine,science fiction,2016.0,andrew may
711,tsunamis,the phenomenon called a tsunami soonahmee is a series of travelling ocean waves of extremely long length generated primarily by earthquakes occurring below or near the ocean floor underwater volcanic eruptions and landslides can also generate tsunamis in the deep ocean the tsunami waves propagate across the deep ocean with a speed exceeding 800 kilometres per hour km 500 miles per hour and a wave height of only a few tens of centimetres 1 foot or less tsunami waves are distinguished from ordinary ocean waves by their great length between wave crests often exceeding a 100 km 60 miles or more in the deep ocean and by the time between these crests ranging from 10 minutes to an hour as they reach the shallow waters of the coast the waves slow down and the water can pile up into a wall of destruction tens of meters 30 ft or more in height the effect can be amplified where a bay harbour or lagoon funnels the wave as it moves inland large tsunamis have been known to rise over 30 meters 100 ft even a tsunami 36 meters m high can be very destructive and cause many deaths and injuries near the ocean during the 1990s over 4000 people were killed by 10 tsunamis including more than 1000 lives lost in the 1992 flores region indonesia and 2200 lives in the 1998 aitape papua new guinea tsunamis property damage was nearly one billion united states us dollars although 80 per cent of the tsunamis occur in the pacific they can also threaten coastlines of countries in other regions including the indian ocean mediterranean sea caribbean region and even the atlantic ocean,science fiction,2005.0,horace m karling
712,dying planet,for more than a century mars has been at the center of debates about humanitys place in the cosmos focusing on perceptions of the red planet in scientific works and science fiction dying planet analyzes the ways mars has served as a screen onto which humankind has projected both its hopes for the future and its fears of ecological devastation on earth robert markley draws on planetary astronomy the history and cultural study of science science fiction literary and cultural criticism ecology and astrobiology to offer a crossdisciplinary investigation of the cultural and scientific dynamics that have kept mars on front pages since the 1800s markley interweaves chapters on science and science fiction enabling him to illuminate each arena and to explore the ways their concerns overlap and influence one another he tracks all the major scientific developments from observations through primitive telescopes in the seventeenth century to data returned by the rovers that landed on mars in 2004 markley describes how major science fiction writersh g wells kim stanley robinson philip k dick edgar rice burroughs ray bradbury robert heinlein and judith merrilresponded to new theories and new controversies he also considers representations of mars in film on the radio and in the popular press in its comprehensive study of both science and science fiction dying planet reveals how changing conceptions of mars have had crucial consequences for understanding ecology on earth,science fiction,2005.0,robert markley
713,the coming convergence,imagine direct communication links between the human brain and machines or tailored materials capable of adapting by themselves to changing environmental conditions or computer chips and environmental sensors embedded into everyday clothing or medical technologies that eliminate currently untreatable conditions such as blindness and paralysis now imagine all of these developments occurring at the same time the stuff of science fiction not so these are actually the reasonable predictions of scientists attempting to forecast a few decades into the future based on the rapid pace of innovation author stanley schmidta physicist a writer and the editor of analog science fiction and fact  explores these and many more amazing yet probable scenarios in this fascinating guide to the near future he shows how past convergences have led to todays world then considers tomorrows main currents in biotechnology cognitive science information technology and nanotechnology looking even further downstream he foresees both exciting and potentially dangerous developments longer healthier lives cheap generally available food energy and technology reduced pollution and environmental stress economic disruption during transitional periods excessive power in too few hands increased vulnerability from overdependence on technology schmidt notes that even a routine technology such as the cat scan is the result of three wholly separate innovations started many decades ago which recently converged the xray the computer and advances in medicine on a more ominous note he also observes that the 911 terrorist attack on the world trade center was made possible by the malicious convergence of two separate trends in modern engineering and technology the concentration of people in high rises within cities and the success of the passenger airline industry the message is clear the choices we make now will converge to create a near and distant future that will be almost unbelievably wonderful or unimaginably catastrophic or both this knowledgeable fascinating glimpse into the future is a must read for everyone interested in technology upcoming innovations in business science fiction and the future,science fiction,2008.0,stanley schmidt
714,the writing on the cloud,this book is a pathbreaking collection of essays which explore the diverse and complex ways american culture has been shaped by the looming presence of the atomic bomb the central icon of technology diplomacy and war of the second half of the twentieth century these essays were originally presented as papers at a 1995 conference at bowling green state university commemorating the fiftieth anniversary of the bomb this collection is unusual in the range of subjects addressed which range from abstract expressionism and modernist poetry to television sitcoms and advertisements for lipstick and appliances the papers fall into four general areas of investigation and interpretation the analysis of widespread cultural issues or social movements the examination of particular cultural artifacts the explorations of aspects of political diplomatic or military history and recollections or interpretations of personal experience contents the consequences of the atomic bomb the end of the soviet union and the beginning of environmental hysteria edward teller bert the turtle meets doctor spock parenting in atomic age america daniel gomes commercial fallout the image of progress and the feminine consumer in the atomic age 19451962 john gregory stocke from the missile gap to the culture gap modernism in the fallout from sputnik david howard detonating on canvas the abstract bomb in american art richard martin sane and beyond sane poets and the hbomb 19581960 daniel belgrad from science to science fiction leo szilard and fictional persuasion michael l lewis shboom or how early rock  roll taught us to stop worrying and love the bomb richard aquila are you ready for the great atomic power music and protest 19451960 joseph c ruff stories told by godzilla and rodan helen schwartz the berlin crisis the bomb shelter craze and bizarre television expressions of an atomic age counterculture in the early 1960s margot a henricksen peace on earth without goodwill t,science fiction,1997.0,alison m scott christopher d geist
715,practices of the sentimental imagination,the history of the book in nineteenthcentury japan follows an uneven course that resists the simple chronology often used to mark the divide between premodern and modern literary history by examining the obscured histories of publication circulation and reception of widely consumed literary works from late edo to the early meiji period jonathan zwicker traces a genealogy of the literary field across a long nineteenth century one that stresses continuities between the generic conventions of early modern fiction and the modern novel in the literature of sentiment zwicker locates a tearstreaked lens through which to view literary practices and readerly expectations that evolved across the century practices of the sentimental imagination emphasizes both qualitative and quantitative aspects of literary production and consumption balancing close readings of canonical and noncanonical texts sophisticated applications of critical theory and careful archival research into the holdings of nineteenthcentury lending libraries and private collections by exploring the relationships between and among japanese literary works and texts from late imperial china europe and america zwicker also situates the japanese novel within a larger literary history of the novel across the global nineteenth century,science fiction,2006.0,jonathan e zwicker
716,sublime voices,since the 1950s abe kōbō 19241993 has achieved an international reputation for his surreal or grotesque brand of literature bolton explores how this reconciliation of ideas and dialects is for abe part of the process whereby texts and individuals form themselvesa search for identity that occurs at the level of the self and society at large,science fiction,2009.0,christopher bolton
717,gay and gaia,gay and gaia is daniel spencers bold passionate call to rethink sexuality ecology and the sacred contending that ecological ethics must become the grounding for all ethics the author asserts that genuine justice requires right relation among all of creation not simply among human beings spencer urges us  gay and straight bisexual transgendered  to reject a humancentered anthropocentric worldview in favor of an ecocentric worldview yet our responses to the ecological crises need to be rooted in and nourished by our appreciation of the erotic only when we are able to integrate our sexuality with our spirituality will we fully experience the divine  and fully live out our ethical values,science fiction,1996.0,daniel teberg spencer
718,red cosmos,often called the grandfather of russian rocketry k e tsiolkovskii first conceived of multistage rockets that would later be adapted as the basis of both the us and soviet rocket programs mining a myriad of russian archives andrews produces a study of soviet technological propaganda local science education public culture in the 1920s and 1930s and the cultural ramifications of space flight,science fiction,2009.0,james t andrews
719,english fiction and the evolution of language 18501914,victorian science changed language from a tool into a natural phenomenon evolving independently of its speakers will abberley explores how science and fiction interacted in imagining different stories of language evolution popular narratives of language progress clashed with others of decay and degeneration furthermore the blurring of language evolution with biological evolution encouraged victorians to reimagine language as a mixture of social convention and primordial instinct abberley argues that fiction by authors such as charles kingsley thomas hardy and h g wells not only reflected these intellectual currents but also helped to shape them genres from utopia to historical romance supplied narrative models for generating thought experiments in the possible pasts and futures of language equally fiction that explored the instinctive roots of language intervened in debates about language standardisation and scientific objectivity these textual readings offer new perspectives on twentyfirstcentury discussions about language evolution and the language of science,science fiction,2015.0,will abberley
720,integrating science and language arts,this excellent new resource presents a substantive integration of science and language arts curriculum organized in teaching units activities are organized topically to allow teachers to work with complete teaching units for planning purposes all the science activities have been fully researched and are explained with appropriate background information the language arts activities have a whole language approach elementary classroom teachers a longwood professional book,science fiction,1996.0,donna gail shaw claudia s dybdahl
721,different engines,since its emergence in the seventeenth century science fiction has been a sustained coherent and subversive check on the promises and pitfalls of science in their turn invention and discovery have forced fiction writers to confront the nature and limits of reality different engines explores how this fascinating symbiosis shapes what we see do and dream from johannes keplers somnium to arthur c clarkes 2001 science fiction has emerged as a mode of thinking complementary to the scientific method science fictions field of interest is the gap between the new worlds uncovered by experimentation and exploration and the fantastic worlds of the imagination its proponents find drama in the tension between the familiar and the unfamiliar its readers many of them scientists and politicians find inspiration in the contrast between the ordinary and the extraordinary brake and hooks different engines is a unique provocative and compelling account of science fiction as the arbiter of progress,science fiction,2007.0,mark brake neil hook
722,sound rising from the paper,chinese martial arts novels from the late nineteenth century are full of suggestive sounds characters curse in colorful dialect accents and action scenes come to life with the loud clash of swords paize keulemans examines the relationship between these novels and earlier storyteller manuscripts to explain the purpose and history of these sounds,science fiction,2014.0,paize keulemans
723,bulletin of the georgia academy of science,beginning in 1947 includes program and abstracts of papers presented at its annual meeting,science fiction,1975.0,georgia academy of science
724,an introduction to modern greek literature,the book highlights those writers and works which have enjoyed critical or popular acclaim and emphasizes the relationships which link one work with another and with its historical context it moves from the varying responses to european romanticism which defined greek literature in the nineteenth century culminating in the work of palamas and cavafy in the first decades of this century to the modernist influenced work of the years from the 1920s to 1945,science fiction,1994.0,roderick beaton
725,the holodeck in the garden,collecting twenty essays written by distinguished scholars from the united states and germany the holodeck in the garden offers an informative tour of the complex interrelations between science technology and contemporary american literature contributors include michael berube writing on colson whiteheads the intuitionist joseph conte on william gibson and bruce sterling david cowart on don delillos cosmopolis carl djerassi on scienceinfiction n katherine hayles on neal stephensons cryptonomicon ursula heise on risk and narrative in the contemporary novel john johnston on network theory brian mchale on harry mathews kathy acker and gilbert sorrentino joseph tabbi on william gaddis and curtis white on the great american disaster machine,science fiction,2004.0,peter freese charles b harris
726,dreams must explain themselves,ursula k le guin has won or been nominated for over 200 awards for her fiction including the hugo nebula world fantasy and sfwa grand master awards she is the acclaimed author of the earthsea sequence and the left hand of darkness  which alone would qualify her for literary immortality  as well as a remarkable body of short fiction including the powerful hugowinning the ones who walk away from omelas and the masterpiece of anthropological and environmental sf the word for world is forest  winner of the hugo award for best novella but ursula le guins talents do not stop at fiction over the course of her extraordinary career she has penned numerous essays around themes important to her anthropology environmentalism feminism social justice and literary criticism to name a few she has responded in detail to criticism of her own work and even reassessed that work in the context of such critiques this selection of the best of le guins nonfiction shows an agile mind an unparalleled imagination and a ferocious passion to argue against injustice in 2014 ursula le guin was awarded the national book foundations medal for distinguished contribution to american letters and her widely praised acceptance speech is one of the highlights of this volume which shows that one of modern literatures most original voices is also one of its purest consciences,science fiction,2018.0,ursula k le guin
727,climate change communication,proceedings of a conference that provided a foundation to begin addressing matters related to communicating the climate change issue in order to raise awareness confer understanding and motivate action presentations are organized under the following themes climate change perceptions among scientists  decision makers influences on public understanding of climate change organizational roles in communicating about climate change national  regional communication strategies climate change perceptions among the public assessment of media representations of climate change promotion of community action stakeholder framing of climate change communication and the sciencepolicy interface lessons for civic engagement from other participatory processes social marketing strategies communitybased communication strategies climate change education through science fiction climate change curriculum development values and responsibility scenarios as communication tools engaging youth  educators linking climate change knowledge  action stakeholder engagement in the agricultural sector motivating change developing an international climate change communication network communication of natural variability  extremes the role of libraries  the internet and climate change from an inuit perspective the final section includes summaries of conference workshops public forums and poster papers,science fiction,2000.0,daniel james scott canada environment canada university of waterloo
728,space  amern imagination,examining popular images that have helped motivate the most ambitious civil space program in the world mccurdy argues that the spacefaring dream tapped into several of americas most deeply rooted cultural ideals he also explains how space advocates playing on the publics cold war fears convinced politicians that control of space meant control of the earthhe also contends that the gaps between expectations and reality led to public policy obligated to entertain as well as inform 43 photos,science fiction,1997.0,howard e mccurdy
729,reading mavis gallant,this book examines the nature and scope of the work of mavis gallant the noted canadian short story writer and novelist who delights readers with the elegance and authority of her prose while disconcerting them with the sharp edge of her vision examining her fiction journalism and work in the theatre keefer explores her preoccupation with the prison of childhood and the constricted world of women as well as her continual concern with the function of memory keefer also focuses closely on both the rewards and the problems that readers encounter in any sustained engagement with gallants work raising important questions about the nature of contemporary fiction and gallants unique canadian perspective,science fiction,1989.0,janice kulyk keefer
730,the oxford companion to australian film,the oxford companion to australian film is an indispensable reference for anyone interested in australian movies this companion is a comprehensive guide to the people and ideas that have made australian cinema it contains more than a thousand entries and was written by almost a hundred scholars and writers with expertise in different facets of australian film no other reference book on this subject contains so many features  succinct yet detailed entries on key figures actors directors producers writers designers composers etc  incisive discussions of major films with credits and plot summaries  longer essays on critical and historical themes  a series of extended interviews specially prepared for this companion with some of the luminaries of australian film including goeffrey rush and pamela rabe  over 100 illustrations portraits stills and posters  thorough bibliography  full list of afi awards  subject index providing easy access to relevant entries this companion celebrates australias love of the movies and provides a comprehensive and entertaining account of its unique contribution to the art,science fiction,1999.0,brian mcfarlane geoff mayer ina bertrand
731,native american writers of the united states,contains fortythree alphabetically arranged essays that provide biographical and critical information about indian authors from throughout historymost of whom live or lived in the us and who wrote or write primarily in englishwho have made significant contributions to the body of native american literature,science fiction,1997.0,kenneth m roemer
732,out of the alleyway,these chapters trace the biographical thread running through nakagamis works while foregrounding such diverse facets of his writing as his interest in the modern possibilities of traditional myths and forms of storytelling his deployment of shocking tropes and images and his crafting of a unique poetic language,science fiction,2007.0,eve zimmerman
733,the cyborg handbook,on cybernetic organisms cyborgs,science fiction,1995.0,chris hables gray steven mentor
734,the planets,consists of essays by astronomers speculations by science fiction authors and illustrations by space artists,science fiction,1985.0,byron preiss
735,bulgarian horizons,no 6 include separately paged literary supplements with articles in english french german and russian,science fiction,1984.0,
736,cosmic catastrophes,a meteorite destroying los angeles another ice age a star explosion impossible not so according to astronomer gerrit verschuur who combines science fiction and science fact in this remarkable new book cosmic catastrophes predicts disasters on the largest possible scale catastrophes that could destroy our entire planet they could happen in a billion years or a thousand in a decade or tomorrow a nearby star explodes a large meteorite strikes the earth the temperature drops 10o to produce an ice age the magnetic field drops to zero a black hole orbiting the sun churns the earths oceans into huge tidal waves dr verschuur points out that we are an integral part of the universenot just observersand that cosmic events can and will affect our lives he uses science fiction to explore some of the more chilling possibilities then presents the science facts behind each of the potential disasters cosmic catastrophesa fascinating book for armchair astronomers and science fiction buffs alikepg 4 of cover,science fiction,1978.0,gerrit l verschuur
737,time for discovery informational books,fiftyseven excerpts from nonfiction books in the physical biological and social sciences includes a discussion of the use of these books and an annotated bibliography of other selected books for children and young people,science fiction,1971.0,
738,the readers adviser,this new edition provides a wealth of updated book information in a more accessible format volume one provides an overview of british and american fiction and poetry from beowulf and british folk ballads to the 20th century antihero and nonfiction novels it also presents concise introductions to the lives works and significance of each writer in the area annotated bibliographies and lists of key references provide added book selection guidance this edition also covers commonwealth literature and an expanded chapter on essays and criticism volume two covers american and british drama and world literature in english translation volume three presents general reference literature the social sciences and the arts isbn 08354221458 vl isbn 0835221466 v2 isbn 0835221474 v3 7500 each for use only in the library,science fiction,1986.0,barbara ann chernow george a vallasi fred kaplan maurice charney paula t kaufman
739,the book of mars,from myth to musk astrology to astronomy the red planet in fact and fiction  dr stuark clark selects the very best writing about mars,science fiction,2022.0,stuart clark
740,psience fiction,science fiction has often been considered the literature of futuristic technology fantastic warfare among the stars or ruinous apocalypses on earth the last century however saw through john w campbell the introduction of psience fiction which explores such themes of mental powers as telepathy precognition of the future teleportation etcand symbolic machines that react to such forces the author surveys this longignored literary shift through a series of influential novels and short stories published between the 1930s and the present this discussion is framed by the sudden surge of interest in parapsychology and its absorption not only into the sf genre but also into the real world through military experiments such as the star gate program,science fiction,2018.0,damien broderick
741,the routledge anthology of climate fiction,the routledge anthology of climate fiction brings together key works from the bible to the twentieth century in an accessible resource for students and teachers alike with a robust variety of works including h g wells clare winger harris h p lovecraft leslie f stone and arthur conan doyle the routledge anthology of climate fiction offers vital new perspectives and critical introductions all the way back to humanitys earliest surviving literary texts,science fiction,2024.0,bill gillard
742,dystopias and utopias on earth and beyond,foreword ecofeminism and speculative fiction  a writers reflection  vandana singh  preface  douglas a vakoch  introduction  patrick d murphy  climate change and future earth dystopias an ecofeminist reading of octavia butlers parable of the sower and parable of talents  hatice övgü tüzün  an ecofeminist treatment of nourishment and feeding in margaret atwoods maddaddam trilogy  debra wain  margaret atwoods ecodystopic sf  approaching ethics gender and ecology  izabel f o brandão and ildney cavalcant  ecofeminist post iceage ecotopia  doris lessings mara and dann books  julia kuznetsk  ecofeminist climate fiction  merlinda bobiss locust girl  iris ralph  utopias on earth and beyond extinction is forever  ecofeminism and apocalypse in louise lawrences young adult short fiction  michelle deininger and gemma scammel  ecofeminist utopian speculations in henrietta augusta dugdales a few hours in a faroff age 1883 catherine helen spences a week in the future 1888 mary anne moorebentleys a woman of mars or australias enfranchised woman 1901 and joyce vincents the celestial hand a sensational story  nicole anae  alien ecofeminist societies  sharers in joan slonczewskis a door into ocean  irene sanz alonso  rereading ursula k le guins sf  the daoist yin principle in ecofeminist novels  amy chan kitsze  keeping grows giving flows  reciprocal relations and the gift of always coming home  karl zuelke  the revolt of the mother  romanticizing nature and rejecting science in sally miller gearharts the wanderground and other feminist utopias  christy tidwell,science fiction,2021.0,douglas a vakoch
743,nova 19651975,a chronicle of the magazine novas visual impact and influence during the eleven years it was published,science fiction,1993.0,david hillman
744,consciousness and science fiction,science fiction explores the wonderful baffling and wildly entertaining aspects of a universe unimaginably old and vast and with a future even more immense it reaches into that endless cosmos with the tools of rational investigation and storytelling at the core of both science and science fiction is the engaged human minda consciousness that sees and feels and thinks and loves but what is this mind this aware and selfaware consciousness that seems unlike anything else we experience what makes consciousness the hard problem of philosophy still unsolved after millennia of probing this book looks into the heart of this mystery  at the science and philosophy of consciousness and at many inspiring fictional examples  and finds strange challenging answers the books content and entertaining style will appeal equally to science fiction enthusiasts and scholars including cognitive and neuroscientists as well as philosophers of mind it is a refreshing romp through the science and science fiction of consciousness,science fiction,2018.0,damien broderick
745,on the origin of stories,a century and a half after the publication of origin of species evolutionary thinking has expanded beyond the field of biology to include virtually all humanrelated subjectsanthropology archeology psychology economics religion morality politics culture and art now a distinguished scholar offers the first comprehensive account of the evolutionary origins of art and storytelling brian boyd explains why we tell stories how our minds are shaped to understand them and what difference an evolutionary understanding of human nature makes to stories we love art is a specifically human adaptation boyd argues it offers tangible advantages for human survival and it derives from play itself an adaptation widespread among more intelligent animals more particularly our fondness for storytelling has sharpened social cognition encouraged cooperation and fostered creativity after considering art as adaptation boyd examines homers odyssey and dr seusss horton hears a who demonstrating how an evolutionary lens can offer new understanding and appreciation of specific works what triggers our emotional engagement with these works what patterns facilitate our responses the need to hold an audiences attention boyd underscores is the fundamental problem facing all storytellers enduring artists arrive at solutions that appeal to cognitive universals an insight out of step with contemporary criticism which obscures both the individual and universal published for the bicentenary of darwins birth and the 150th anniversary of the publication of origin of species boyds study embraces a darwinian view of human nature and art and offers a credo for a new humanism,science fiction,2010.0,brian boyd
746,the near future in 21st century fiction,explores contemporary fiction set in the near future to shed new light on our cultures relationship to the anthropocene,science fiction,2022.0,david sergeant
747,tropeing the light fantastic,physicist computer engineer science popularizer and awardwinning sciencefiction author edward m lerner entertainingly examines the tropes that surround science fiction the science behind the fiction,science fiction,2018.0,edward m lerner
748,the oxford dictionary of phrase saying and quotation,compiles over 10000 quotations proverbs and phrases on over 350 themes among them actors and acting bores and boredom elections food and drink kissing madness schools taxes the weather and youth many are attributed with reference to particular works while others merely explain the meaning and sometimes the background for example a carthaginian peace is a peace settlement that imposes very severe terms of the defeated side and refers to the ultimate destruction of carthage by rome in the punic wars a keyword index presents abbreviated versions to facilitate finding a particular perhaps half remembered quotation annotation copyrighted by book news inc portland or,science fiction,1997.0,elizabeth m knowles
749,future humans in fiction and film,this book will appeal to everyone who reads science fiction or thinks about science and its impact on our lives it raises profound economic ethical political sociological and psychological questions it explores our fears and fantasies as it examines a range of fictions films and tv programs that speculate about the possibilities of humans in the future the contributions here ask central questions that have provoked the creators and readers of science fiction since mary shelley inaugurated the genre with her novel frankenstein what are the aims and limits of science and technology what are our responsibilities toward the products of our advancing science and technology what kinds of creatures will we produce or encounter in the future what rights will we grant to these creatures or  more worryingly  will they grant to us do science and technology make us more civilized or more barbaric how should we treat each other ultimately what does it mean to be human,science fiction,2019.0,louisa mackay demerjian karen f stein
750,inquiry at the window,on one level this book is the study of birds but it is also the story of children looking closely at their world raising questions confronting scientific problems and becoming empowered by the fruits of their own efforts,science fiction,1997.0,phyllis whitin david jackman whitin
751,proceedings of the west virginia academy of science,list of members in v 2,science fiction,1951.0,west virginia academy of science
752,science fiction and futurism,science and science fiction have become inseparablewith common stories interconnected thought experiments and shared language this reference book lays out that relationship and its allbutmagical terms and ideas those who think seriously about the future are changing the world reshaping how we speak and how we think this book fully covers the terms that collected clarified and crystallized the futurists ideas sometimes showing them off sometimes slowing them down and sometimes propelling them to fame and making them the common currency of our culture the many entries in this encyclopedic work offer a guided tour of the vast territories occupied by science fiction and futurism in his foreword david brin says provocative and enticing filled with huh moments and leads to great stories that describes this volume,science fiction,2017.0,ace g pilkington
753,american environmental fiction 17821847,while ralph waldo emerson and henry david thoreau are often credited with inventing american environmental writing matthew wynn sivils argues that the works of these transcendentalists must be placed within a larger literary tradition that has its origins in early republic natural histories indian captivity narratives gothic novels and juvenile literature authors such as william bartram ann eliza bleecker and samuel griswold goodrich to name just a few enabled the development of a credibly american brand of protoenvironmental fiction sivils argues that these seeds of environmental literature would come to fruition in james fenimore coopers the pioneers which he argues is the first uniquely environmental american novel he then connects the biogeographical politics of coopers the prairie with european antiamericanism and concludes this study by examining how james kirke paulding thomas cole and james fenimore cooper imaginatively addressed the problem of human culpability and nationalistic cohesiveness in the face of natural disasters with their focus on the character and implications of the imagined american landscape these key works of early environmental thought contributed to the growing influence of the natural environment on the identity of the fledgling nation decades before the influences of emersons nature and thoreaus walden,science fiction,2016.0,matthew wynn sivils
754,comeuppance,with comeuppance william flesch delivers the freshest most generous thinking about the novel since walter benjamin wrote on the storyteller and wayne c booth on the rhetoric of fiction in clear and engaging prose flesch integrates evolutionary psychology into literary studies creating a new theory of fiction in which form and content flawlessly intermesh fiction flesch contends gives us our most powerful way of making sense of the social world comeuppance begins with an exploration of the appeal of gossip and ends with an account of how we can think about characters and care about them as much as about persons we know to be real we praise a storyteller who contrives a happy or at least an appropriate ending and fault the writer who refuses us one flesch uses darwinian theory to show how fiction satisfies our desire to see the good vindicated and the wicked get their comeuppance he conveys the danger and excitement of reading fiction with nimble intelligence and provides wide reference to stories both familiar and little known flesch has given us a book that is sure to claim a central place in the discussion of literature and the humanities,science fiction,2007.0,william flesch
755,sauls fall,herbert lindenbergers satire on authorship milton j wolfson an assistant professor of english at stanford receives in the mail a playscript sauls fall so lindenbergers book is wolfsons critical edition full text of sauls fall a of subsidiary jottings then a raft of critical essays,science fiction,1979.0,herbert lindenberger
756,american novelists since world war ii,contains biographical sketches of writers who either began writing novels after 1945 or have done their most important work since then,science fiction,1996.0,james richard giles wanda h giles
757,the war of the worlds,wells novel a scientific romance attained perhaps its greatest fame in another form the infamous realistic 1939 radio broadcast invasion from mars by the redoubtable orson welles it was also notably made into an early fifties science fiction adventure movie and there have been other adaptations as well so indelible is the association that the novel like the panic inducing broadcast and the hollywood flick now is taken as little more than a light fantasy of outerspace terror and human heroism far from the authors original vision the war of the worlds is a philosophical tale and as such is profoundly ideological the world of the martians represents the progressive future of humanity in a cultural war with our world of tradition and reactionthese are the two worlds in question the mars from which the invaders come is united by a planetwide system of irrigation canals for wells this indicates a socialist worldstate the red planet is red in more than one sense pointing the direction of terrestrial progress the martians in the novel are octopoidal monsters bodily anticipating the tentacular allcontrolling totalitarian regimes of the twentieth century,science fiction,2018.0,h g wells
758,time machines,this book explores the idea of time travel from the first account in english literature to the latest theories of physicists such as kip thorne and igor novikov this very readable work covers a variety of topics including the history of time travel in fiction the fundamental scientific concepts of time spacetime and the fourth dimension the speculations of einstein richard feynman kurt goedel and others time travel paradoxes and much more,science fiction,2001.0,paul j nahin
759,nineteenth century popular fiction medicine and anatomy,this book investigates the relationship between the fascinating and misunderstood penny blood early victorian popular fiction for the working class and victorian anatomy in 1832 the controversial anatomy act sanctioned the use of the body of the pauper for teaching dissection to medical students deeply affecting the victorian poor the ensuing decade such famous penny bloods as manuscripts from the diary of a physician varney the vampyre sweeney todd and the mysteries of london addressed issues of medical ethics social power and bodily agency challenging traditional views of penny bloods as a lowlier unreadable genre this book rereads these four narratives in the light of the 1832 anatomy act putting them in dialogue with different popular artistic forms and literary genres as well as with the spaces of death and dissection in victorian london exploring their role as channels for circulating discourses about anatomy and ethics among the victorian poor,science fiction,2019.0,anna gasperini
760,the science of science fiction,let mark brake open your eyes to how science fiction helped us dream of things to come and building the future we inhabitfrom star trek to the martian from back to the future to guardians of the galaxy from 2001 a space odyssey to the avengers media headlines declare this the age of automation the tv talks about the coming revolution of the robot tweets tell tales of jets that will ferry travelers to the edge of space and social media reports that the first human to live for a thousand years has already been born the science we do the movies we watch and the culture we consume is the stuff of fiction that became fact the future imagined in our pastthe future we now inhabit the science of science fiction is the story of how science fiction shaped our world no longer a subculture science fiction has moved into the mainstream with the advent of the information age it helped realize explore how science fiction has driven science with topics that include guardians of the galaxy is space full of extraterrestrials jacking in will the future be like ready player one mad max is society running down into chaos the internet will humans tire of mere reality blade runner 2049 when will we engineer human lookalikes and many more this book is the story of how science fiction shaped our world no longer a subculture science fiction has moved into the mainstream with the advent of the information age it helped realize explore how science fiction has driven science this book will open your eyes to the way science fiction helped us dream of things to come forced us to uncover the nature and limits of our own reality and helped us build the sciencefictiondriven world we live in today,science fiction,2018.0,mark brake
761,microworlds,in this bold and controversial examination of the past present and future of science fiction lem informs the raging debate over the literary merit of the genre with ten arch incisive provocative essays edited and with an introduction by franz rottensteiner translated by rottensteiner and others a helen and kurt wolff book,science fiction,1986.0,stanisław lem
762,hivaids,the scientific literature is clear 1 new york city is the epicenter of the aids epidemic 2 the theory that hiv came from monkeys is a fallacy the theory that aids originated in african monkeys arose from an incident of laboratory contamination and 3 the african aids epidemicasholocaust never manifested based on a forensic review of over 3000 scientific and medical journal articles hivaids the facts and the fiction redefines global concepts for the prevalence and distribution of hiv infection and has powerful implications for hivaids funding research prerogatives and global health care interventionspublishers website,science fiction,2012.0,chris jennings
